         87054601 function calls (85851824 primitive calls) in 16.283 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 info.py:856(TableBuilderVerboseMixin)
        1    0.000    0.000    0.000    0.000 getlimits.py:595(iinfo)
        1    0.000    0.000    0.000    0.000 TSIG.py:27(TSIG)
        1    0.000    0.000    0.000    0.000 ssh.py:224(_SSHFormatRSA)
        2    0.000    0.000    0.000    0.000 sysconfig.py:185(_safe_realpath)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
        9    0.000    0.000    0.000    0.000 accessor.py:113(delegate_names)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 blocks.py:1898(NumpyBlock)
        1    0.000    0.000    0.000    0.000 message.py:1254(_OpReply)
        2    0.000    0.000    0.000    0.000 textwrap.py:361(fill)
        1    0.000    0.000    0.000    0.000 TSIG.py:1(<module>)
        9    0.000    0.000    0.000    0.000 common.py:929(__contains__)
        1    0.000    0.000    0.000    0.000 dsa.py:173(DSAPublicNumbers)
        1    0.000    0.000    0.000    0.000 sysconfig.py:456(_get_sysconfigdata_name)
        4    0.000    0.000    0.005    0.001 six.py:215(is_package)
        1    0.000    0.000    0.000    0.000 codec_options.py:237(_BaseCodecOptions)
       22    0.000    0.000    0.000    0.000 dataclasses.py:661(_is_kw_only)
        1    0.000    0.000    0.000    0.000 resolver.py:48(NXDOMAIN)
       10    0.000    0.000    0.000    0.000 enum.py:1207(__hash__)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 threading.py:389(notify_all)
        1    0.000    0.000    0.000    0.000 response.py:80(GzipDecoder)
        3    0.000    0.000    0.000    0.000 six.py:160(_resolve)
        2    0.000    0.000    0.000    0.000 generic.py:12186(<listcomp>)
        1    0.000    0.000    0.000    0.000 command_cursor.py:308(RawBatchCommandCursor)
        1    0.000    0.000    0.000    0.000 read_preferences.py:594(MovingAverage)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        2    0.000    0.000    0.000    0.000 textwrap.py:112(__init__)
        1    0.000    0.000    0.000    0.000 extensions.py:895(UserNotice)
        1    0.000    0.000    0.000    0.000 numeric.py:219(NumericArray)
        1    0.000    0.000    0.000    0.000 SOA.py:26(SOA)
        6    0.000    0.000    0.000    0.000 threading.py:1118(_wait_for_tstate_lock)
        1    0.000    0.000    0.000    0.000 node.py:67(Node)
        3    0.000    0.000    0.001    0.000 dataclasses.py:1193(dataclass)
        1    0.000    0.000    0.000    0.000 zone.py:83(DigestScheme)
        1    0.000    0.000    0.000    0.000 ed448.py:12(Ed448PublicKey)
       10    0.000    0.000    0.000    0.000 _strptime.py:210(<genexpr>)
        2    0.000    0.000    0.000    0.000 topology_description.py:236(<listcomp>)
        1    0.000    0.000    0.000    0.000 zipfile.py:2222(CompleteDirs)
        2    0.000    0.000    0.000    0.000 read_preferences.py:265(__init__)
        1    0.000    0.000    0.000    0.000 ed448.py:42(Ed448PrivateKey)
        1    0.000    0.000    0.000    0.000 resolver.py:992(Resolver)
        8    0.000    0.000    0.000    0.000 config.py:863(is_nonnegative_int)
        1    0.000    0.000    0.000    0.000 mask_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:224(Condition)
        1    0.000    0.000    0.000    0.000 arrayterator.py:16(Arrayterator)
        3    0.000    0.000    0.000    0.000 __init__.py:504(CFunctionType)
       20    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 _adapters.py:42(CompatibilityFiles)
        1    0.000    0.000    0.000    0.000 extensions.py:803(CertificatePolicies)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:933(clear)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:25(_XlsxStyler)
        1    0.000    0.000    0.000    0.000 wire.py:9(Parser)
        2    0.000    0.000    0.000    0.000 _strptime.py:128(<listcomp>)
        2    0.000    0.000    0.000    0.000 core.py:6684(__init__)
        1    0.000    0.000    0.000    0.000 set.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dsa.py:126(DSAParameterNumbers)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 settings.py:165(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ed25519.py:45(Ed25519PrivateKey)
        1    0.000    0.000    0.000    0.000 son.py:125(pop)
        1    0.000    0.000    0.000    0.000 extensions.py:324(AuthorityInformationAccess)
        1    0.000    0.000    0.000    0.000 _machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 dtypes.py:1412(BaseMaskedDtype)
        1    0.000    0.000    0.000    0.000 SOA.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataclasses.py:600(_frozen_get_del_attr)
        1    0.000    0.000    0.000    0.000 npyio.py:106(NpzFile)
        1    0.000    0.000    0.000    0.000 proxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hashes.py:36(HashContext)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        8    0.000    0.000    0.000    0.000 typing.py:908(_is_unpacked_typevartuple)
        1    0.000    0.000    0.000    0.000 operations.py:62(DeleteOne)
        3    0.000    0.000    0.000    0.000 inspect.py:1449(formatannotation)
        2    0.000    0.000    0.000    0.000 config.py:597(_get_root)
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 accessor.py:227(SparseFrameAccessor)
        1    0.000    0.000    0.000    0.000 message.py:242(_Query)
        1    0.000    0.000    0.000    0.000 transforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:116(Buffer)
        1    0.000    0.000    0.000    0.000 tzinfo.py:156(DstTzInfo)
        3    0.000    0.000    0.000    0.000 dataclasses.py:1018(<listcomp>)
        1    0.000    0.000    0.000    0.000 base.py:191(_AEADCipherContext)
        2    0.000    0.000    0.000    0.000 mongo_client.py:1552(_cleanup_cursor)
        1    0.000    0.000    0.000    0.000 multi.py:191(names_compat)
        1    0.000    0.000    0.000    0.000 structures.py:13(CaseInsensitiveDict)
        1    0.000    0.000    0.000    0.000 apply.py:649(NDFrameApply)
        1    0.000    0.000    0.000    0.000 models.py:84(RequestEncodingMixin)
        2    0.000    0.000    0.000    0.000 config.py:528(deprecate_option)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:583(set)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:183(_ndptr)
        5    0.000    0.000    0.000    0.000 six.py:186(_get_module)
        1    0.000    0.000    0.000    0.000 random.py:284(randrange)
        1    0.000    0.000    0.000    0.000 results.py:135(DeleteResult)
        1    0.000    0.000    0.000    0.000 shared_docs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:421(PercentStyle)
        9    0.000    0.000    0.000    0.000 traceback.py:310(_original_line)
        3    0.000    0.000    0.000    0.000 threading.py:1317(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 random.py:784(SystemRandom)
        1    0.000    0.000    0.000    0.000 extensions.py:938(NoticeReference)
        1    0.000    0.000    0.000    0.000 rdataset.py:44(Rdataset)
        1    0.000    0.000    0.000    0.000 topology_description.py:102(_init_incompatible_err)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1136(get_resource_reader)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 dh.py:206(DHPrivateKey)
        2    0.000    0.000    0.000    0.000 weakref.py:347(__new__)
        1    0.000    0.000    0.000    0.000 tz.py:332(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:393(<genexpr>)
        1    0.000    0.000    0.000    0.000 max_staleness_selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:42(resolve)
        1    0.000    0.000    0.000    0.000 extensions.py:1094(InhibitAnyPolicy)
        3    0.000    0.000    0.000    0.000 __init__.py:1646(addHandler)
        1    0.000    0.000    0.000    0.000 zone.py:93(DigestHashAlgorithm)
        1    0.000    0.000    0.000    0.000 easter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exception.py:24(DNSException)
        3    0.000    0.000    0.000    0.000 __init__.py:503(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 extensions.py:390(AccessDescription)
        2    0.000    0.000    0.000    0.000 config.py:262(__call__)
        1    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        1    0.000    0.000    0.000    0.000 six.py:524(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 buffer.py:14(PandasBuffer)
        1    0.000    0.000    0.000    0.000 node.py:293(ImmutableNode)
       13    0.000    0.000    0.000    0.000 enum.py:1354(<lambda>)
        4    0.000    0.000    0.000    0.000 _util.py:32(register_writer)
        1    0.000    0.000    0.000    0.000 accessors.py:47(Properties)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        1    0.000    0.000    0.000    0.000 general_name.py:160(DirectoryName)
        1    0.000    0.000    0.000    0.000 calendar.py:412(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 sql.py:1989(SQLiteDatabase)
        4    0.000    0.000    0.000    0.000 _csot.py:45(remaining)
        1    0.000    0.000    0.001    0.001 _common.py:59(from_package)
        1    0.000    0.000    0.000    0.000 __init__.py:450(_replace)
        1    0.000    0.000    0.000    0.000 codec_options.py:118(TypeRegistry)
        1    0.000    0.000    0.000    0.000 six.py:169(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:22(is_local_appengine)
        1    0.000    0.000    0.000    0.000 ssh.py:437(_SSHFormatEd25519)
       12    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
       26    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 extensions.py:542(FreshestCRL)
        1    0.000    0.000    0.000    0.000 server_selectors.py:1(<module>)
        2    0.000    0.000    0.000    0.000 enum.py:633(<listcomp>)
        1    0.000    0.000    0.000    0.000 general_name.py:80(DNSName)
        1    0.000    0.000    0.000    0.000 _misc.py:545(_Options)
        1    0.000    0.000    0.000    0.000 dataclasses.py:846(_hash_add)
        1    0.000    0.000    0.000    0.000 _parser.py:1373(_result)
        1    0.000    0.000    0.000    0.000 cookiejar.py:743(Cookie)
        1    0.000    0.000    0.000    0.000 server.py:28(Server)
       10    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _typing.py:194(BaseBuffer)
        1    0.000    0.000    0.000    0.000 cursor.py:1122(_read_preference)
        1    0.000    0.000    0.000    0.000 read_preferences.py:504(make_read_preference)
        1    0.000    0.000    0.000    0.000 pytables.py:4691(GenericTable)
        1    0.000    0.000    0.000    0.000 tz.py:874(tzrange)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:440(_setdef)
        1    0.000    0.000    0.000    0.000 common.py:837(BaseObject)
        1    0.000    0.000    0.000    0.000 OPT.py:29(OPT)
        1    0.000    0.000    0.000    0.000 sysconfig.py:621(get_path)
        1    0.000    0.000    0.000    0.000 datetimelike.py:1726(DatelikeOps)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:425(__init__)
        2    0.000    0.000    0.000    0.000 _decorators.py:341(rewrite_axis_style_signature)
        1    0.000    0.000    0.000    0.000 topology.py:201(select_servers)
        2    0.000    0.000    0.000    0.000 topology_description.py:233(readable_servers)
        3    0.000    0.000    0.000    0.000 server_description.py:223(is_server_type_known)
        1    0.000    0.000    0.000    0.000 extensions.py:978(ExtendedKeyUsage)
        1    0.000    0.000    0.000    0.000 dh.py:69(DHPublicNumbers)
        1    0.000    0.000    0.000    0.000 accessor.py:44(PandasDelegate)
        1    0.000    0.000    0.000    0.000 tokenizer.py:43(Token)
        1    0.000    0.000    0.000    0.000 expr.py:322(add_ops)
        2    0.000    0.000    0.000    0.000 topology_description.py:223(known_servers)
        4    0.000    0.000    0.000    0.000 config.py:611(_get_deprecated_option)
        1    0.000    0.000    0.000    0.000 __init__.py:256(c_wchar_p)
        4    0.000    0.000    0.006    0.002 six.py:117(_resolve)
        1    0.000    0.000    0.000    0.000 ec.py:351(EllipticCurvePublicNumbers)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 results.py:95(UpdateResult)
        1    0.000    0.000    0.000    0.000 threading.py:822(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 request.py:939(AbstractBasicAuthHandler)
        2    0.000    0.000    0.000    0.000 codec_options.py:410(_options_dict)
        1    0.000    0.000    0.000    0.000 _json.py:998(Parser)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:33(DtypeKind)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:780(exec_module)
        1    0.000    0.000    0.000    0.000 dh.py:172(DHPublicKey)
        1    0.000    0.000    0.000    0.000 operations.py:174(ReplaceOne)
        1    0.000    0.000    0.000    0.000 info.py:731(TableBuilderAbstract)
        1    0.000    0.000    0.000    0.000 string.py:188(Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:488(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 mongo_client.py:1525(__getattr__)
        1    0.000    0.000    0.000    0.000 pool.py:138(_set_keepalive_times)
        1    0.000    0.000    0.000    0.000 operations.py:118(DeleteMany)
